update_idx,actor_loss,critic_loss,entropy,total_loss
0,0.5225588360682447,1.3396835150870872,4.265661239624023,1.1497670003708373
1,0.14125038980843221,0.44381756455974375,4.279875755310059,0.3204353429694125
2,0.290168848094788,0.8582517440648789,4.289846420288086,0.6764465865302594
3,0.26074957457628656,0.832890816698683,4.297144889831543,0.634262963812402
4,0.2493640550432053,0.5294524200419162,4.297145843505859,0.4711462433667893
5,0.12235425188245767,0.6557493675579416,4.319055080413818,0.4070491467226059
6,-0.09830195324971004,0.35030031418229673,4.295853614807129,0.033759988281638065
7,-0.05986840147128765,0.6454835011921031,4.288537979125977,0.21988546190426705
8,0.0034488395530175658,0.5765760664927199,4.263125419616699,0.24895196725079355
9,0.30304016559681995,1.1723027390368441,4.287920951843262,0.8464250510043286
10,0.2873206948663326,0.5994279167753584,4.321346282958984,0.543946625070369
11,0.2984588332949801,1.2576738966906325,4.3527679443359375,0.8839349787285987
12,0.2987059449578853,0.8358501177518926,4.389823913574219,0.6729248301145878
13,0.29636582643427745,1.1883313304566323,4.436328887939453,0.8464089832407363
14,0.2581400656081895,0.9504339959393157,4.479548454284668,0.6887561742929702
15,0.15763467789647426,0.12558400496800845,4.517776012420654,0.17544393321459598
16,0.30944314358874836,0.11533241225208374,4.562732696533203,0.3216862134239141
17,0.1863507405557531,0.2631731203935565,4.593358516693115,0.2721339348465838
18,0.12921256505230322,0.1254016229605421,4.601823329925537,0.1459367657357708
19,-0.0630897081060771,0.11036684455627456,4.512176036834717,-0.05338210468279554
20,-0.07763396332317844,0.1331848492053278,4.424933433532715,-0.05564697932927532
21,-0.14221684748326685,0.11929728778752875,4.281485557556152,-0.12586544708923456
22,-0.08646698905987309,0.1093060693822484,4.168881893157959,-0.07404547803341709
23,0.018872754808832357,0.17057641638006935,4.081161022186279,0.06279049282695384
24,-0.1131714597582183,0.1569053744976508,3.9589202404022217,-0.07481601001655168
25,-0.07496843230415215,0.2821293106817819,3.860507011413574,0.027074466265262442
26,-0.0776090116497684,0.5262441504191845,3.771493434906006,0.14734718238419675
27,0.0817516324556175,0.7439576325264383,3.7618911266326904,0.4159379924786218
28,0.3298223898131797,0.8257887895436997,3.8390300273895264,0.7045081032717482
29,0.3523513955638764,0.29576005756537965,3.836148738861084,0.46190296595400954
30,0.2698102379098852,0.21644371893019118,3.8459599018096924,0.3396233674059523
31,0.24089577210710403,0.2407411616295576,3.8583643436431885,0.3227470242913733
32,0.2036451315943231,0.3017879188734483,3.8740432262420654,0.31587994406197933
33,0.17362395141353,0.36282438504053877,3.8938510417938232,0.31620031344763777
34,0.1649556461166828,0.3866090449088431,3.9188549518585205,0.3192012142627797
35,0.15410462681283343,0.40507845000978165,3.9503774642944336,0.31730341580002863
36,0.1566683071883435,0.313007734474191,3.9900405406951904,0.2734772082338942
37,0.19309184334062515,0.1865123515829761,4.039792537689209,0.2462076332657895
38,0.24485645950474638,0.10748825999016458,4.101911544799805,0.25790274197116814
39,0.23612590571667286,0.08587427510622334,4.178946495056152,0.23767147451005083
40,0.2440650189176519,0.08026800553532357,4.27357292175293,0.24195118527463141
41,0.24629828226059042,0.054200599124615494,4.388360500335693,0.23010548695604852
42,0.25868130694044394,0.038116785336999186,4.525510311126709,0.23318830719019504
43,0.257705382685712,0.03569815852976543,4.686695098876953,0.22951231383262796
44,0.2568077292214049,0.023205267127722185,4.87312126159668,0.22063075491088502
45,0.24605722246651954,0.020810491568904292,5.085756778717041,0.20668805297067824
46,0.2690269011132261,0.01856790207366043,5.325522422790527,0.22627488728216355
47,0.261298020231597,0.018926157463500473,5.593192100524902,0.21618814728361496
48,0.2661242719501891,0.011050374532970501,5.888952255249023,0.21425881675900296
49,0.23355168410121127,0.027401834379564574,6.211844444274902,0.1867670072995602
50,0.22875104522768488,0.0573815190302644,6.55974817276001,0.19360031563233823
51,0.19946441445895965,0.14710285068350903,6.824610710144043,0.20564759620960724
52,0.043493950226284724,0.3757194809140043,6.71798038482666,0.16336708142560846
53,0.16402701062467345,0.3876431595296302,6.726358890533447,0.2905895340474362
54,0.2582382985331277,0.28654365553025235,6.733479022979736,0.3342274272536978
55,0.26038876448539977,0.20964477858010758,6.739645004272461,0.29782434808922575
56,0.11607650841407953,0.21927501688453746,6.737905502319336,0.1582857609112212
57,0.27685621450159775,0.5085280635413971,6.757613182067871,0.46359104230365855
58,0.11888904346034247,0.2783022150793608,6.749255657196045,0.19040709848099566
59,-0.11318714011539804,0.4198871897097598,6.708083152770996,0.02948775659216211
60,0.33586735446402366,1.1200550358346169,6.757192611694336,0.8283965880566455
61,0.21091327765520582,0.20599198230799842,6.77271842956543,0.24626258475349305
62,0.1480369281360602,0.3962219865318943,6.792352199554443,0.2783261980306595
63,0.13609765414253064,0.628107009715143,6.817171573638916,0.3821081195343682
64,0.13761816421214695,0.8592006315417746,6.848535060882568,0.498895721050336
65,0.14818874860301295,0.944203504563329,6.888143062591553,0.5516143795736926
66,0.17104952661518721,0.5687684494605724,6.938107967376709,0.3863116111685621
67,0.20290007880948324,0.322615116596856,7.001038074493408,0.2945232758813716
68,0.20823972540649963,0.25124828751258393,7.08009147644043,0.26347229416541595
69,0.22507318858295045,0.1723472534659061,7.1790056228637695,0.23996853447974997
70,0.23961632243813352,0.11002727929661249,7.3020195960998535,0.22224548208586714
71,0.24464477106453256,0.08802482386298002,7.453637599945068,0.21490299291116127
72,0.24552653637972283,0.07622435197353046,7.638131618499756,0.2082068940109395
73,0.25637003646252005,0.04761133422639142,7.858784198760986,0.20271985171006082
74,0.2563480963732334,0.048781004312269866,8.117002487182617,0.2008881701592435
75,0.23818549290299415,0.04716954604385698,8.411678314208984,0.17915293786754
76,0.2661879599094391,0.0452823023906255,8.739177703857422,0.20309665894254725
77,0.23511991018944597,0.050283105669424254,9.09400463104248,0.17108318453773538
78,0.25094374452737417,0.039040236636758485,9.46965503692627,0.1777073082454661
79,0.15676278013022657,0.4778739738337537,9.542170524597168,0.3005889009763586
80,0.16204361738835243,0.2264277750190268,9.568556785583496,0.17962629876713804
81,0.1779925542824129,0.431507353611449,9.630826950073242,0.2977723291738236
82,0.20082903720755527,0.14818925017372092,9.689353942871094,0.17830598999528174
83,0.21447983467356957,0.16595533542493557,9.789036750793457,0.20005858860751416
84,0.19193958426092533,0.2865224638517867,9.84936809539795,0.23702817443520466
85,0.21213661809550954,0.04452076379130496,9.926631927490234,0.13553132295925566
86,0.22491497289627158,0.03130686582720026,10.021702766418457,0.14083481675132792
87,0.16898560789512826,0.14414306422497364,10.099581718444824,0.14047556161246402
88,0.15452239466632933,0.18165493647151806,10.161776542663574,0.14409310214538523
89,0.21813637173556266,0.06011355297758858,10.197444915771484,0.14632891370578016
90,0.23329952026301243,0.03793953063481666,10.223149299621582,0.1501710575628788
91,0.2457421177879293,0.038377456172825175,10.255626678466797,0.16254294961690902
92,0.25364832827385436,0.03560901985483918,10.296656608581543,0.1686989664080295
93,0.22959776506461996,0.040158054995489245,10.348417282104492,0.14646088821773834
94,0.24589052878795786,0.03126292381871571,10.413597106933594,0.15772369366059913
95,0.19577470038165437,0.0469731507386933,10.495603561401367,0.11472996698415026
96,0.21526764448969923,0.03674267660925522,10.598419189453125,0.1281870647789316
97,0.21973638179454397,0.03394241321316742,10.725820541381836,0.13010777130405954
98,0.21855316284172077,0.03393096954641031,10.899959564208984,0.12744227169041938
99,0.12677418446128672,0.4281888545827663,11.02043342590332,0.23118565538303648
100,0.08852295676404809,0.6800390309475838,11.02393913269043,0.31826028490954256
101,0.17665280683679466,0.8669710500760281,11.066851615905762,0.4996843510168664
102,0.24191478018430954,0.10685129785078003,11.124807357788086,0.18434495821278146
103,0.24501562311928324,0.04611001428058173,11.186409950256348,0.15652368076621218
104,0.2550689660171245,0.04656843722381807,11.263822555541992,0.16611641483738068
105,0.22256247038219837,0.09970466861540966,11.349376678466797,0.15935961864096054
106,0.25990251099809686,0.030195064729753328,11.470159530639648,0.16090507393187664
107,0.2695957283786637,0.028943309123489133,11.581843376159668,0.16880392154797594
108,0.13152955656058768,0.21041247174540098,11.74535083770752,0.1199930718842339
109,0.17401563303267703,0.9747626267056516,11.776703834533691,0.5437426001467603
110,0.2091285861711553,0.1480833636557168,11.80884075164795,0.16524751324285852
111,0.22091694413981539,0.13266345539546393,11.856860160827637,0.1689315420357471
112,0.1700747635215521,0.8724734836753378,11.899096488952637,0.4875479633345249
113,0.1686715414390919,0.6371892202883325,11.944458961486816,0.36805920066668635
114,0.18572951793036563,0.2852309096763109,12.005818367004395,0.208604757281694
115,0.2075166868878172,0.21751340697420404,12.067790985107422,0.1959430548580403
116,0.22703187418110826,0.13382521152020768,12.112788200378418,0.17299479997538506
117,0.19145294180575836,0.29420326932313595,12.15544319152832,0.21722134280395
118,0.18019187802329978,0.3207266105537085,12.210599899291992,0.21873634278457216
119,0.1897774708239322,0.285951862714075,12.281148910522461,0.21030946121887958
120,0.23541285367088116,0.18196233805031217,12.358220100402832,0.20321731881258334
121,0.19983386901464867,0.281831693649292,12.48022747039795,0.21659266517517414
122,0.17021574620355634,0.9434498067073366,12.591463088989258,0.5165857636231057
123,0.16768267740436058,1.1176501707510744,12.707256317138672,0.6000217388284967
124,0.2262554407436797,0.6501435012576428,12.81593132019043,0.42370037531599086
125,0.24081108230859674,0.45321455509104625,12.939779281616211,0.3386590133005
126,0.22323376111527707,0.6784005810922765,13.009623527526855,0.43262781066463346
127,0.2474045549301391,0.38150265118543136,13.07650375366211,0.30773645763067486
128,0.25465688943228826,0.28897346415101216,13.159104347229004,0.2679787220155939
129,0.2682499447401534,0.24779020904543553,13.259695053100586,0.26006591681470265
130,0.2158471980310501,0.4963300094325492,13.378751754760742,0.33083148744512114
131,0.2282642737823598,0.3439134800687749,13.520821571350098,0.26573996385361287
132,0.19439384577439187,0.5998334827099708,13.686264991760254,0.35828473827940355
133,0.19716554880142212,0.665516497511813,13.871023178100586,0.39215327342774003
134,0.21020191044725003,0.7566349912514078,14.068002700805664,0.44880881125622607
135,0.1874084061863733,1.2633706856598246,14.096963882446289,0.6781288217673911
136,0.20222492318679677,0.7319681357830129,14.115510940551758,0.42713810262527874
137,0.1755818737393364,1.1116084348648152,14.145906448364258,0.5900169441040526
138,0.13426084250330608,1.1551129000618103,14.147313117980957,0.5703563315754241
139,0.2602242553487737,0.5987702596060773,14.194666862487793,0.4178356556816304
140,0.25254948310395503,0.6029215244219658,14.231690406799316,0.4118747056798732
141,0.1965848854881652,0.7488934125037904,14.272275924682617,0.42851748675742046
142,0.29646076036894575,0.5683440704294975,14.31090259552002,0.4376625930058195
143,0.23788011945942614,0.6072097961889936,14.34284782409668,0.39822211671382823
144,0.20545792655741915,0.7218638669778692,14.383151054382324,0.422767222466621
145,0.2472087304959906,0.5296976058565556,14.43388843536377,0.36798149775317374
146,0.2453870896012225,0.6061621098759327,14.49761962890625,0.40382192930642596
147,0.2110644040272591,0.7474228447422068,14.577295303344727,0.439415080369787
148,0.24378337061151545,0.7420946515621023,14.676356315612793,0.4685790408481943
149,0.25033196621435755,0.5991695735048741,14.723310470581055,0.4028114360697726
150,0.26769809619860446,0.4967901280585756,14.751225471496582,0.36868044448659776
151,0.21064000964323257,0.5224109228621138,14.764771461486816,0.32423419958733496
152,0.20185597200501473,0.5100009581510057,14.76722526550293,0.3091492386415918
153,0.1517918959002387,0.5195298016071319,14.782822608947754,0.2637876087046684
154,0.26848152818831994,0.6884589640066979,14.818723678588867,0.46464541779553636
155,0.2098684716573421,0.40739764715445803,14.847493171691895,0.2652417132829098
156,0.2063448055627498,0.7983185103282016,14.883878707885742,0.4568538652138507
157,0.2259926989516045,0.5017246668960186,14.929840087890625,0.32779487384126543
158,0.20217681109429675,0.8395814009169315,14.988972663879395,0.4723643463659794
159,0.20026460370405558,0.7254311388477366,15.018808364868164,0.4128750557912157
160,0.21743432812471974,0.7350256600912581,15.074191093444824,0.434453883767128
161,0.13895194238804756,0.6221595886222859,15.094284057617188,0.2991340625634853
162,0.08359479066479872,0.6949917844318328,15.075943946838379,0.2801875813210264
163,0.2022975007270245,0.6583048826836525,15.120701789855957,0.3804813872309441
164,0.2611776388289922,0.6256445231906911,15.161334037780762,0.42238812332457687
165,0.18883997671543917,0.6321604737576018,15.175171852111816,0.35323393230742595
166,0.25005847294913963,0.4729850539184631,15.216633796691895,0.33455470657729086
167,0.2258362300376943,0.7344286123488811,15.256733894348145,0.4406909912824631
168,0.25139726625478015,0.3830743436959196,15.307353019714355,0.2901231534937595
169,0.27854148701150366,0.32424846824179304,15.3705472946167,0.2872863734656192
170,0.279454518426606,0.42648194825395624,15.445414543151855,0.3386243222241706
171,0.19766607823722224,0.5245696595374574,15.497098922729492,0.3052144276176361
172,0.18176847922397738,0.463842310867411,15.538679122924805,0.25842322640596554
173,0.21624590296377527,0.8962106141955295,15.577360153198242,0.5087204922703986
174,0.2442553549687913,0.6389416683227458,15.60925579071045,0.4077987966068248
175,0.20443042552376048,0.4336706872950209,15.620285987854004,0.26506636849743254
176,0.1683104447044551,0.4265490264334577,15.64356803894043,0.2250693841024916
177,0.25608240874048244,0.3935685161263385,15.68148422241211,0.29620559250420714
178,0.07088159238498538,0.38099647462368014,15.636540412902832,0.10469719615388424
179,0.24310155111424467,0.503422118596574,15.695879936218262,0.33797131773639233
180,0.20108279931418438,0.43865538805406146,15.718999862670898,0.2633441492281062
181,0.23312632062650743,0.5050347997153058,15.749248504638672,0.3283088945327921
182,0.07395502680298337,0.5679559731737096,15.819210052490234,0.2000541937953614
183,0.35828429307550824,1.1298499692627724,15.857285499572754,0.7646684547688098
184,0.17599947891653853,1.267531219188203,15.86128044128418,0.6511731457520038
185,0.17848040415568556,1.0011506902093583,15.866325378417969,0.5204186757194235
186,0.21942868779631372,0.5716775665891931,15.87273120880127,0.3465733225675339
187,0.2275125390988715,0.66065160394349,15.880826950073242,0.39907201899492994
188,0.22072494182180852,0.6110955262754826,15.891072273254395,0.3674150788403572
189,0.22544809370598895,0.7109108086279098,15.904025077819824,0.4219303974128784
190,0.280034934586667,0.564316346036627,15.920405387878418,0.4030739716075836
191,0.23691398173253586,0.6051117526089892,15.941109657287598,0.3801661012020517
192,0.2407752297660138,0.5794768116417083,15.967267990112305,0.3709765615615439
193,0.2682243994575866,0.4530710795141281,16.00029754638672,0.33492815982788166
194,0.25412069454472114,0.5057500541844266,16.04195213317871,0.3467920520838271
195,0.25565494549401263,0.4336914730832932,16.094388961791992,0.311828424734004
196,0.25888654003117945,0.3972322483963155,16.160213470458984,0.29624134590651124
197,0.2606318323536122,0.514984565450156,16.24248504638672,0.35612486087261364
198,0.2448643167919301,0.355996563063657,16.344640731811523,0.25994396923070257
199,0.26691174269356627,0.28390308347471216,16.470563888549805,0.244807294486685
